% Moku:Go Oscilloscope
% Channel A (Input 1), DC coupling, 1 x probe attenuation
% Channel B (Input 2), DC coupling, 1 x probe attenuation
% Time span 195.7 ms, time offset 0.000 s, Normal acquisition mode, no averaging
% Edge trigger: Channel A, level 0.000 V, Auto mode, Rising edge, Auto sensitivity, noise reject off, HF reject off
% Output 1 - Ramp, 50.000 000 Hz, 3.200 0 Vpp, offset 1.600 0 V, phase 0.000 000 deg, symmetry 50.00 %
% Output 2 - Sine, 100.000 000 000 kHz, 1.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg
% Acquired 2022-10-07 T 13:32:32 +0200
% Diode
% Time (s), Channel A (Input 1) (V), Channel B (Input 2) (V)
3.454895200000e-02, 1.319003e-01, 7.401075e-01
3.474082400000e-02, 1.428920e-01, 7.535418e-01
3.493269600000e-02, 1.514411e-01, 7.645335e-01
3.512456800000e-02, 1.575476e-01, 7.779678e-01
3.531644000000e-02, 1.685393e-01, 7.901808e-01
3.550831200000e-02, 1.783097e-01, 8.048364e-01
3.570018400000e-02, 1.856375e-01, 8.133855e-01
3.589205600000e-02, 1.990718e-01, 8.268198e-01
3.608392800000e-02, 2.076209e-01, 8.365902e-01
3.627580000000e-02, 2.173913e-01, 8.488032e-01
3.646767200000e-02, 2.271617e-01, 8.610162e-01
3.665954400000e-02, 2.369321e-01, 8.720079e-01
3.685141600000e-02, 2.467025e-01, 8.842209e-01
3.704328800000e-02, 2.552516e-01, 8.952125e-01
3.723516000000e-02, 2.638007e-01, 9.074255e-01
3.742703200000e-02, 2.747924e-01, 9.184172e-01
3.761890400000e-02, 2.845628e-01, 9.294089e-01
3.781077600000e-02, 2.943332e-01, 9.416219e-01
3.800264800000e-02, 3.041036e-01, 9.526136e-01
3.819452000000e-02, 3.138740e-01, 9.636053e-01
3.838639200000e-02, 3.224231e-01, 9.758183e-01
3.857826400000e-02, 3.321935e-01, 9.855887e-01
3.877013600000e-02, 3.419639e-01, 9.953591e-01
3.896200800000e-02, 3.517343e-01, 1.007572e+00
3.915388000000e-02, 3.602834e-01, 1.019785e+00
3.934575200000e-02, 3.700538e-01, 1.029555e+00
3.953762400000e-02, 3.798242e-01, 1.040547e+00
3.972949600000e-02, 3.895945e-01, 1.050318e+00
3.992136800000e-02, 3.993649e-01, 1.062531e+00
4.011324000000e-02, 3.993649e-01, 1.063752e+00
4.030511200000e-02, 3.932584e-01, 1.053981e+00
4.049698400000e-02, 3.834880e-01, 1.045432e+00
4.068885600000e-02, 3.737177e-01, 1.031998e+00
4.088072800000e-02, 3.627260e-01, 1.021006e+00
4.107260000000e-02, 3.541769e-01, 1.011236e+00
4.126447200000e-02, 3.431852e-01, 9.990230e-01
4.145634400000e-02, 3.346361e-01, 9.892526e-01
4.164821600000e-02, 3.248657e-01, 9.782609e-01
4.184008800000e-02, 3.163166e-01, 9.672692e-01
4.203196000000e-02, 3.077675e-01, 9.562775e-01
4.222383200000e-02, 2.943332e-01, 9.440645e-01
4.241570400000e-02, 2.870054e-01, 9.318515e-01
4.260757600000e-02, 2.760137e-01, 9.220811e-01
4.279944800000e-02, 2.686859e-01, 9.098681e-01
4.299132000000e-02, 2.589155e-01, 9.000977e-01
4.318319200000e-02, 2.491451e-01, 8.878848e-01
4.337506400000e-02, 2.393747e-01, 8.756718e-01
4.356693600000e-02, 2.296043e-01, 8.634588e-01
4.375880800000e-02, 2.210552e-01, 8.536884e-01
4.395068000000e-02, 2.112848e-01, 8.426967e-01
4.414255200000e-02, 2.027357e-01, 8.304837e-01
4.433442400000e-02, 1.917440e-01, 8.194920e-01
4.452629600000e-02, 1.819736e-01, 8.060577e-01
4.471816800000e-02, 1.734245e-01, 7.938447e-01
4.491004000000e-02, 1.612115e-01, 7.804104e-01
4.510191200000e-02, 1.538837e-01, 7.681974e-01
4.529378400000e-02, 1.428920e-01, 7.547631e-01
4.548565600000e-02, 1.367855e-01, 7.437714e-01
4.567752800000e-02, 1.257939e-01, 7.303371e-01
4.586940000000e-02, 1.160235e-01, 7.181241e-01
4.606127200000e-02, 1.086957e-01, 7.046898e-01
4.625314400000e-02, 9.770396e-02, 6.912555e-01
4.644501600000e-02, 9.037616e-02, 6.765999e-01
4.663688800000e-02, 8.304837e-02, 6.631656e-01
4.682876000000e-02, 7.327797e-02, 6.485100e-01
4.702063200000e-02, 6.472887e-02, 6.338545e-01
4.721250400000e-02, 5.373718e-02, 6.191989e-01
4.740437600000e-02, 4.518808e-02, 6.021007e-01
4.759624800000e-02, 3.541769e-02, 5.850025e-01
4.778812000000e-02, 2.808989e-02, 5.642404e-01
4.797999200000e-02, 2.198339e-02, 5.459209e-01
4.817186400000e-02, 1.465559e-02, 5.190523e-01
4.836373600000e-02, 9.770396e-03, 4.921837e-01
4.855560800000e-02, 2.442599e-03, 4.555447e-01
4.874748000000e-02, 1.221300e-03, 4.091353e-01
4.893935200000e-02, 0.000000e+00, 3.553982e-01
4.913122400000e-02, 1.221300e-03, 2.931119e-01
4.932309600000e-02, 0.000000e+00, 2.320469e-01
4.951496800000e-02, 0.000000e+00, 1.734245e-01
4.970684000000e-02, 0.000000e+00, 1.135809e-01
4.989871200000e-02, 0.000000e+00, 5.007328e-02
5.009058400000e-02, 0.000000e+00, 2.564729e-02
5.028245600000e-02, 0.000000e+00, 7.938447e-02
5.047432800000e-02, 0.000000e+00, 1.428920e-01
5.066620000000e-02, 0.000000e+00, 2.015144e-01
5.085807200000e-02, 0.000000e+00, 2.613581e-01
5.104994400000e-02, 1.221300e-03, 3.224231e-01
5.124181600000e-02, 0.000000e+00, 3.810455e-01
5.143368800000e-02, 2.442599e-03, 4.323400e-01
5.162556000000e-02, 7.327797e-03, 4.726429e-01
5.181743200000e-02, 1.221300e-02, 5.056180e-01
5.200930400000e-02, 1.831949e-02, 5.324866e-01
5.220117600000e-02, 2.442599e-02, 5.532487e-01
5.239304800000e-02, 3.297509e-02, 5.740108e-01
5.258492000000e-02, 4.030288e-02, 5.923303e-01
5.277679200000e-02, 4.885198e-02, 6.082072e-01
5.296866400000e-02, 5.740108e-02, 6.253054e-01
5.316053600000e-02, 6.595017e-02, 6.411822e-01
5.335240800000e-02, 7.694187e-02, 6.570591e-01
5.354428000000e-02, 8.549097e-02, 6.704934e-01
5.373615200000e-02, 9.526136e-02, 6.851490e-01
5.392802400000e-02, 1.038105e-01, 6.961407e-01
5.411989600000e-02, 1.123596e-01, 7.095750e-01
5.431176800000e-02, 1.221300e-01, 7.230093e-01
5.450364000000e-02, 1.294577e-01, 7.364436e-01
5.469551200000e-02, 1.404494e-01, 7.498779e-01
5.488738400000e-02, 1.489985e-01, 7.608696e-01
5.507925600000e-02, 1.612115e-01, 7.743039e-01
5.527112800000e-02, 1.673180e-01, 7.877382e-01
5.546300000000e-02, 1.783097e-01, 7.999512e-01
5.565487200000e-02, 1.856375e-01, 8.109429e-01
5.584674400000e-02, 1.954079e-01, 8.219346e-01
5.603861600000e-02, 2.063996e-01, 8.341476e-01
5.623048800000e-02, 2.137274e-01, 8.463606e-01
5.642236000000e-02, 2.234978e-01, 8.561310e-01
5.661423200000e-02, 2.344895e-01, 8.695653e-01
5.680610400000e-02, 2.418173e-01, 8.793357e-01
5.699797600000e-02, 2.528090e-01, 8.927699e-01
5.718984800000e-02, 2.613581e-01, 9.025403e-01
5.738172000000e-02, 2.723498e-01, 9.159746e-01
5.757359200000e-02, 2.808989e-01, 9.269663e-01
5.776546400000e-02, 2.906693e-01, 9.367367e-01
5.795733600000e-02, 2.992184e-01, 9.501710e-01
5.814920800000e-02, 3.102101e-01, 9.587201e-01
5.834108000000e-02, 3.187592e-01, 9.709331e-01
5.853295200000e-02, 3.273083e-01, 9.819248e-01
5.872482400000e-02, 3.370787e-01, 9.929165e-01
5.891669600000e-02, 3.456278e-01, 1.005130e+00
5.910856800000e-02, 3.566195e-01, 1.014900e+00
5.930044000000e-02, 3.651686e-01, 1.025892e+00
5.949231200000e-02, 3.761603e-01, 1.036883e+00
5.968418400000e-02, 3.859306e-01, 1.047875e+00
5.987605600000e-02, 3.944797e-01, 1.060088e+00
6.006792800000e-02, 4.005862e-01, 1.064973e+00
6.025980000000e-02, 3.932584e-01, 1.055203e+00
6.045167200000e-02, 3.834880e-01, 1.044211e+00
6.064354400000e-02, 3.724964e-01, 1.034441e+00
6.083541600000e-02, 3.651686e-01, 1.023449e+00
6.102728800000e-02, 3.541769e-01, 1.012457e+00
6.121916000000e-02, 3.444065e-01, 1.000244e+00
6.141103200000e-02, 3.358574e-01, 9.904739e-01
6.160290400000e-02, 3.260870e-01, 9.794822e-01
6.179477600000e-02, 3.150953e-01, 9.684905e-01
6.198664800000e-02, 3.065462e-01, 9.574988e-01
6.217852000000e-02, 2.967758e-01, 9.452858e-01
6.237039200000e-02, 2.882267e-01, 9.342941e-01
6.256226400000e-02, 2.772350e-01, 9.233024e-01
6.275413600000e-02, 2.686859e-01, 9.110894e-01
6.294600800000e-02, 2.576942e-01, 9.000977e-01
6.313788000000e-02, 2.503664e-01, 8.903274e-01
6.332975200000e-02, 2.393747e-01, 8.781144e-01
6.352162400000e-02, 2.283830e-01, 8.671227e-01
6.371349600000e-02, 2.210552e-01, 8.549097e-01
6.390536800000e-02, 2.112848e-01, 8.439180e-01
6.409724000000e-02, 2.027357e-01, 8.317050e-01
6.428911200000e-02, 1.929653e-01, 8.207133e-01
6.448098400000e-02, 1.819736e-01, 8.097216e-01
6.467285600000e-02, 1.734245e-01, 7.987299e-01
6.486472800000e-02, 1.648754e-01, 7.865169e-01
6.505660000000e-02, 1.563263e-01, 7.730826e-01
6.524847200000e-02, 1.489985e-01, 7.596483e-01
6.544034400000e-02, 1.392281e-01, 7.462140e-01
6.563221600000e-02, 1.270152e-01, 7.327797e-01
6.582408800000e-02, 1.196874e-01, 7.217880e-01
6.601596000000e-02, 1.086957e-01, 7.071324e-01
6.620783200000e-02, 1.001466e-01, 6.936981e-01
6.639970400000e-02, 9.281876e-02, 6.802638e-01
6.659157600000e-02, 8.304837e-02, 6.680508e-01
6.678344800000e-02, 7.449927e-02, 6.521739e-01
6.697532000000e-02, 6.472887e-02, 6.375183e-01
6.716719200000e-02, 5.495848e-02, 6.228628e-01
6.735906400000e-02, 4.640938e-02, 6.057646e-01
6.755093600000e-02, 3.786029e-02, 5.898877e-01
6.774280800000e-02, 3.175379e-02, 5.715682e-01
6.793468000000e-02, 2.320469e-02, 5.495848e-01
6.812655200000e-02, 1.587689e-02, 5.263801e-01
6.831842400000e-02, 1.099170e-02, 4.995115e-01
6.851029600000e-02, 4.885198e-03, 4.653151e-01
6.870216800000e-02, 2.442599e-03, 4.213483e-01
6.889404000000e-02, 1.221300e-03, 3.676112e-01
6.908591200000e-02, -1.221300e-03, 3.077675e-01
6.927778400000e-02, -1.221300e-03, 2.454812e-01
6.946965600000e-02, -1.221300e-03, 1.868588e-01
6.966152800000e-02, -1.221300e-03, 1.294577e-01
6.985340000000e-02, 0.000000e+00, 6.472887e-02
7.004527200000e-02, 0.000000e+00, 1.831949e-02
7.023714400000e-02, 0.000000e+00, 6.472887e-02
7.042901600000e-02, 0.000000e+00, 1.282364e-01
7.062088800000e-02, -1.221300e-03, 1.893014e-01
7.081276000000e-02, 0.000000e+00, 2.491451e-01
7.100463200000e-02, 0.000000e+00, 3.102101e-01
7.119650400000e-02, -1.221300e-03, 3.688325e-01
7.138837600000e-02, 2.442599e-03, 4.225696e-01
7.158024800000e-02, 4.885198e-03, 4.640938e-01
7.177212000000e-02, 9.770396e-03, 4.982902e-01
7.196399200000e-02, 1.587689e-02, 5.276014e-01
7.215586400000e-02, 2.442599e-02, 5.508061e-01
7.234773600000e-02, 3.053249e-02, 5.715682e-01
7.253960800000e-02, 3.908158e-02, 5.911090e-01
7.273148000000e-02, 4.763068e-02, 6.069859e-01
7.292335200000e-02, 5.617978e-02, 6.228628e-01
7.311522400000e-02, 6.595017e-02, 6.399609e-01
7.330709600000e-02, 7.449927e-02, 6.546165e-01
7.349896800000e-02, 8.182707e-02, 6.680508e-01
7.369084000000e-02, 9.159746e-02, 6.827064e-01
7.388271200000e-02, 1.013679e-01, 6.961407e-01
7.407458400000e-02, 1.111383e-01, 7.071324e-01
7.426645600000e-02, 1.209087e-01, 7.217880e-01
7.445832800000e-02, 1.282364e-01, 7.340010e-01
7.465020000000e-02, 1.380068e-01, 7.462140e-01
7.484207200000e-02, 1.453346e-01, 7.596483e-01
7.503394400000e-02, 1.551050e-01, 7.706400e-01
7.522581600000e-02, 1.660967e-01, 7.852956e-01
7.541768800000e-02, 1.746458e-01, 7.962873e-01
7.560956000000e-02, 1.844162e-01, 8.085003e-01
7.580143200000e-02, 1.954079e-01, 8.207133e-01
7.599330400000e-02, 2.063996e-01, 8.317050e-01
7.618517600000e-02, 2.137274e-01, 8.451393e-01
7.637704800000e-02, 2.234978e-01, 8.561310e-01
7.656892000000e-02, 2.332682e-01, 8.671227e-01
7.676079200000e-02, 2.430386e-01, 8.793357e-01
7.695266400000e-02, 2.515877e-01, 8.903274e-01
7.714453600000e-02, 2.613581e-01, 9.025403e-01
7.733640800000e-02, 2.723498e-01, 9.135320e-01
7.752828000000e-02, 2.784563e-01, 9.245237e-01
7.772015200000e-02, 2.882267e-01, 9.355154e-01
7.791202400000e-02, 2.979971e-01, 9.477284e-01
7.810389600000e-02, 3.102101e-01, 9.599414e-01
7.829576800000e-02, 3.175379e-01, 9.697118e-01
7.848764000000e-02, 3.273083e-01, 9.794822e-01
7.867951200000e-02, 3.395213e-01, 9.916952e-01
7.887138400000e-02, 3.468491e-01, 1.003908e+00
7.906325600000e-02, 3.566195e-01, 1.013679e+00
7.925512800000e-02, 3.663899e-01, 1.025892e+00
7.944700000000e-02, 3.749390e-01, 1.036883e+00
7.963887200000e-02, 3.871519e-01, 1.047875e+00
7.983074400000e-02, 3.944797e-01, 1.057645e+00
8.002261600000e-02, 4.018075e-01, 1.067416e+00
8.021448800000e-02, 3.969223e-01, 1.061309e+00
8.040636000000e-02, 3.859306e-01, 1.049096e+00
8.059823200000e-02, 3.773816e-01, 1.038105e+00
8.079010400000e-02, 3.676112e-01, 1.025892e+00
8.098197600000e-02, 3.578408e-01, 1.017343e+00
8.117384800000e-02, 3.480704e-01, 1.005130e+00
8.136572000000e-02, 3.370787e-01, 9.953591e-01
8.155759200000e-02, 3.285296e-01, 9.843674e-01
8.174946400000e-02, 3.199805e-01, 9.721544e-01
8.194133600000e-02, 3.102101e-01, 9.623840e-01
8.213320800000e-02, 3.004397e-01, 9.501710e-01
8.232508000000e-02, 2.906693e-01, 9.391793e-01
8.251695200000e-02, 2.808989e-01, 9.269663e-01
8.270882400000e-02, 2.723498e-01, 9.159746e-01
8.290069600000e-02, 2.625794e-01, 9.049829e-01
8.309256800000e-02, 2.528090e-01, 8.939912e-01
8.328444000000e-02, 2.430386e-01, 8.829996e-01
8.347631200000e-02, 2.320469e-01, 8.720079e-01
8.366818400000e-02, 2.247191e-01, 8.585736e-01
8.386005600000e-02, 2.149487e-01, 8.475819e-01
8.405192800000e-02, 2.076209e-01, 8.365902e-01
8.424380000000e-02, 1.966292e-01, 8.243772e-01
8.443567200000e-02, 1.880801e-01, 8.121642e-01
8.462754400000e-02, 1.770884e-01, 7.987299e-01
8.481941600000e-02, 1.697606e-01, 7.865169e-01
8.501128800000e-02, 1.587689e-01, 7.755252e-01
8.520316000000e-02, 1.502198e-01, 7.620909e-01
8.539503200000e-02, 1.392281e-01, 7.498779e-01
8.558690400000e-02, 1.306790e-01, 7.364436e-01
8.577877600000e-02, 1.221300e-01, 7.242306e-01
8.597064800000e-02, 1.123596e-01, 7.107963e-01
8.616252000000e-02, 1.025892e-01, 6.961407e-01
8.635439200000e-02, 9.404006e-02, 6.839277e-01
8.654626400000e-02, 8.426967e-02, 6.692721e-01
8.673813600000e-02, 7.694187e-02, 6.546165e-01
8.693000800000e-02, 6.595017e-02, 6.399609e-01
8.712188000000e-02, 5.740108e-02, 6.253054e-01
8.731375200000e-02, 5.007328e-02, 6.082072e-01
8.750562400000e-02, 4.274548e-02, 5.911090e-01
8.769749600000e-02, 3.419639e-02, 5.740108e-01
8.788936800000e-02, 2.564729e-02, 5.544700e-01
8.808124000000e-02, 1.709819e-02, 5.324866e-01
8.827311200000e-02, 9.770396e-03, 5.068393e-01
8.846498400000e-02, 6.106498e-03, 4.738642e-01
8.865685600000e-02, 2.442599e-03, 4.323400e-01
8.884872800000e-02, 0.000000e+00, 3.810455e-01
8.904060000000e-02, -1.221300e-03, 3.199805e-01
8.923247200000e-02, 1.221300e-03, 2.613581e-01
8.942434400000e-02, 0.000000e+00, 2.015144e-01
8.961621600000e-02, 0.000000e+00, 1.416707e-01
8.980808800000e-02, 0.000000e+00, 8.060577e-02
8.999996000000e-02, 0.000000e+00, 2.564729e-02
9.019183200000e-02, 0.000000e+00, 5.007328e-02
9.038370400000e-02, 0.000000e+00, 1.099170e-01
9.057557600000e-02, 0.000000e+00, 1.734245e-01
9.076744800000e-02, 1.221300e-03, 2.320469e-01
9.095932000000e-02, 0.000000e+00, 2.931119e-01
9.115119200000e-02, -1.221300e-03, 3.541769e-01
9.134306400000e-02, 1.221300e-03, 4.091353e-01
9.153493600000e-02, 3.663899e-03, 4.543234e-01
9.172680800000e-02, 8.549097e-03, 4.897411e-01
9.191868000000e-02, 1.587689e-02, 5.202736e-01
9.211055200000e-02, 2.076209e-02, 5.434783e-01
9.230242400000e-02, 2.808989e-02, 5.654617e-01
9.249429600000e-02, 3.541769e-02, 5.837812e-01
9.268616800000e-02, 4.396678e-02, 6.008794e-01
9.287804000000e-02, 5.373718e-02, 6.191989e-01
9.306991200000e-02, 6.228628e-02, 6.350758e-01
9.326178400000e-02, 7.083537e-02, 6.472887e-01
9.345365600000e-02, 8.060577e-02, 6.619443e-01
9.364552800000e-02, 8.915487e-02, 6.765999e-01
9.383740000000e-02, 9.892526e-02, 6.900342e-01
9.402927200000e-02, 1.074744e-01, 7.046898e-01
9.422114400000e-02, 1.160235e-01, 7.181241e-01
9.441301600000e-02, 1.270152e-01, 7.303371e-01
9.460488800000e-02, 1.367855e-01, 7.437714e-01
9.479676000000e-02, 1.441133e-01, 7.559844e-01
9.498863200000e-02, 1.514411e-01, 7.681974e-01
9.518050400000e-02, 1.624328e-01, 7.816317e-01
9.537237600000e-02, 1.722032e-01, 7.950660e-01
9.556424800000e-02, 1.819736e-01, 8.060577e-01
9.575612000000e-02, 1.905227e-01, 8.170494e-01
9.594799200000e-02, 2.015144e-01, 8.292624e-01
9.613986400000e-02, 2.112848e-01, 8.426967e-01
9.633173600000e-02, 2.198339e-01, 8.536884e-01
9.652360800000e-02, 2.296043e-01, 8.646801e-01
9.671548000000e-02, 2.381534e-01, 8.756718e-01
9.690735200000e-02, 2.479238e-01, 8.878848e-01
9.709922400000e-02, 2.576942e-01, 9.000977e-01
9.729109600000e-02, 2.686859e-01, 9.110894e-01
9.748296800000e-02, 2.747924e-01, 9.220811e-01
9.767484000000e-02, 2.870054e-01, 9.342941e-01
9.786671200000e-02, 2.955545e-01, 9.452858e-01
9.805858400000e-02, 3.053249e-01, 9.562775e-01
9.825045600000e-02, 3.138740e-01, 9.672692e-01
9.844232800000e-02, 3.150953e-01, 9.648266e-01
